text,label
i'm such a mess with voice claims lmao at least i settled on one for salem alone and salem with a vessel,none
Guess I got ta start working out to see if it cures my depressive state,none
"Â°. * à¿ welcome to yeri premiums! selling premium accounts: spotify, netflix, youtube, viu, iflix, canva, picsart gold, scribd, bartleby, quillbot, miscrosoft 365, grammarly, zoom, wattpad, hbo go, mathway, bartleby, prezi, kahoot, skillshare, unfold, etc. wts lfb we're online!",spam
"@user  @user  @JaydePierce  It is not about the fact that bad news everyday can be depressing. It is that the statements 'why is nobody talking about this','''' 'interact with this if you're not racist','''' etc. are manipulative and guilttripping. Nobody can know or hear or talk about every single problem",none
"@user  Hello! I am a graphic designer. I can design distinctive and more attractive logos, banners, banners, animations, overlays, emotes, sub badges, panels, etc. Feel free to DM meðŸ˜Š",spam
This market dip might actually make me rich. People not paying attention thinking it's gon na happen over night and selling what little they have. When I buy my next round of dogecoins and it jumps cuz of so many people still holding and buying shits gon na get wild.,profanity
them promethazine pills put me str8 to sleep ðŸ˜­,drugs
@user  @user  @BTS_twt  Exactly. Same here. I feel concerned.. He is so cute and dear..,none
See my problem is I want two coochies in my face at once ðŸ™‡ðŸ¾\u200dâ™‚ï¸,sec
@ananavarro  I think this man must be a false prophet! Preaching hate not love.!,conflictual
@user  It's because of motherfvckers like you people suffer from depression and commit suicide. Fvck off. Ps I am vaxed but not a cvnt,conflictual
"hi, new to edtwt Â¡ im more so here for the thinspo, tips & healthy recipes but i just wanted to make this post for anyone who might see this ê¨„ à­¨à­§ ella, seventeen à­¨à­§ cw 110lbs/50kgs à­¨à­§ gw 100lbs/45kgs à­¨à­§ 5 ' 2/158cm let's' b moots < 3",self-harm
"@RediTlhabi  No they wo' n't' be for long time Julius malema told EFF counselors that they will stay in council remember if ANC want to talk to EFF they must remove die stem, nationalasation of mine and bank",none
"@megstalter  This goofy dynamic is far from unique to the straight community. I'd guess it is far more prevelant among gay men, but I'd have to make a stupid assumption like your post.",conflictual
Excited to hit the road shortly for my first Gamecocks road game. Hopefully I bring some luck our way ðŸ¤™,none
This year at @user  governments have a key opportunity to send an unmistakeable signal that they'll turn climate pledges into actions. World Energy Outlook 2021 - out tomorrow - provides rigorous analysis to show the world the actions needed to reach net zero emissions by 2050.,none
"I'm a simple guy. All this fancy shit like 'financial instruments' or 'market dynamics' or 'where the clit is' If I like the stock, I'm buying the fuckin stock",profanity
@user  Me n the stars do the same thing dress alike I'm swagger kid Joseph king of dreams my brothers n family r suicidal me,self-harm
"Sometimes, when the world seems darkest, you pray for a ray of hope, then the clod reality of life just slaps you in the face as if to say fuxk off, so why, that is the question, why?",profanity
"@user  If SRH would go for Roy, It would be a complete waste As they have world class openers!! And their OVERSEAS player slots are WARNER, WILLIAMSON, BAIRSTOW, RASHID Tough for Nabi, mujeeb, holder to replace anyoneðŸ¤·\u200dâ™€ï¸",none
"@user  The Judgment games legit have some of the best stories from any game recently, especially Lost Judgment. It hits so damn hard",none
@BTS_twt  you're so talented and i love u,none
@Sethrogen  to be without a dealer and seeing this hurts like a mfer,profanity
"Just for today: I seek freedom from ego and the conflicts generated by self-will. I will try to improve my conscious contact with the God of my understanding, seeking the guidance and power I need to live in harmony with my world.",none
@kylegriffin1  She was shifting the focus from the wrong immigration structure to the gun control. Learn from 911 tragedy. So many outside opponents are watching the America keeping committing suicide and attacking their own fellow citizens.,none
"@user  I too am scared of needles, I had my first vaccination dose today. I told them I was anxious about the needle, and they were very understanding and calming. It was over pretty quick, and barely felt a thing. Good luck.",none
56 civilians sheltered in Dedebit IDP center died from drone attack & many reported critically injured. Ethiopia drones bombarded Shire and Mekelle airport this morning. NoFlyZoneInTigray @antonioguterres  @SecBlinken  @JosepBorrellF  @NATO  @JosepBorrellF  @dfatirl  @ABaerbock,none
@user  Coolryneâ€¦I - I said what I said. It's exactly what I described. He said it hits the clit when he fucks so it's like a lil extra (I'm dead tryna find a gif and I can't find it: /),profanity
I am too horny for life itself. Smh. ðŸ˜… A night ago was pleasantly drained. Woke up in the morning hungry for more and got a fix then. Made it through the day and now I have a hunger like I've been starved for days. I need a slut obsessed with sucking my dick.,profanity
"//COVID I could be celebrating Christmas Eve and Christmas tomorrow with my family but no, I have to quarantine because some people decided to be negligent assholes. Seriously fuck COVID and fuck anybody who doesn't take this shit seriously. You're the reason the virus is",conflictual
Why were there marks on his neck which seem to be that of a stun gun? Why were there bruises on his body if it was a suicide? @ips_gupteshwar  @user  @user  @DrJitendraSingh  @DoPTGoI  @MNageswarRaoIPS  Immediate 302 in SSR case,none
@user  @user  I think best just to not go there. Its starting to get nasty and the police should be doing criminal policing rather than this stuff. It pisses me off but I think its best to ignore and not be their patron (and have a long memory).,profanity
"@user  @user  @user  @user  The phrase you would be looking for re effeminate is',''gender' sexism','''. Buying great big latex titties & photoshopping a pregnant belly onto a naked pic of you for attention, is not',''doing' feminine things','''. It is mimicking the female form for shock value.",conflictual
@user  @user  I'm' sorry but that kind of thinking is what encourages scumbags to keep doing what they're  doing. Obviously they don't give a shit so we got ta do what we can to keep them away from the rest of society.,conflictual
"@user  @user  @user  Damn I just say it's cool that SN reached 100M, man that's why I don't like kpop fans, you all are assholes for no reason",profanity
"Spoilers for Hawkeye as well as tw but in episode 6, when Clint and Yelena are talking about Nat's' sacrifice, all I can see is two people dealing with the aftermath of suicide and now I'm' crying.",self-harm
someone need a horny girl? ðŸ˜ˆ horny SugarDaddys fuckme slut cum cock naughty cumslut nudes cumdump whore sluttypussy usedpussy whorepussy dirtytalkingslut blackcockslut bbcslut blackcockwhore needmoredick needcum lovebeingawhore sellingcontent buyingcontent,profanity
"@user  That is the same thing going through my mind right now. Even if the prisoner is her husband, it should','n't' have gone down like that. Things like this cause people to commit suicide because the embarrassment and the shame is unbearable.",none
"Hangry. Don't want to cook. Don't want to uber. Just gon na sit here and chew nicotine gum, drink wine, reflect on how profoundly unfair it is, and seek someone to blame.",none
"One of the worst things about having giant tiddie is whenever you eat something crumbly or juicy you have to like slouch over like a fucking goblin or else the crumbs/nonsense falls NOT on your plate but on your tiddies so anyway there I was, breadcrumbs all over my tiddies",profanity
"@NYCMayor  You are sending migrants from the border and Afghanistan to NYC without mandating them to get vaccinated, But you are forcing us to get it, Now you are offering drug addicts to shoot up drugs in your care. What kind of drugs are you on @NYCMayor  if you think any of this makes sense",conflictual
"@user  Not being pseudonymous can be powerful, but also requires you keep that in mind. Personally, I use this space for 'I want to say things that I stand by, but would rather not be screamed at about by everyone who casually searches my name.'",none
"@BTS_twt  Yeah and you need to know That nobody could take your place, your place And you need to know That I'm hella obsessed with your face, your face - ILYSB by LANY",none
"@user  @user  @GovSisolak  @ClarkCountySch  The testing is flawed too. My DIL nor my grand daughter got it when my son had it. It's a strange virus, it effects people different. Some severely, some mildly and some not at all. Knowing that, and knowing the effect on our youth's mental status, what is the right thing to do?",none
Again? A motherfkngain????? Ads every 10 minutes uno. OprahMeghanHarry,profanity
@SlaterNFL  Very depressing seeing the responses. I sense a hatred for the free market in them. Ironically in the alternative that I suspect they pine for EVERYONE would work for no pay.,none
"@user  So no coupons, discounts, for the trouble???",none
he's not guilty because he was defending himself???? but women who defend themselves and kill their abusers are found guilty??????????? im sorry but the fact that he is a WHITE CIS MAN IN AMERICA DOES have a lot to do with this because could you imagine if he was a poc?????,conflictual
"material gworllll, i just came back from the dead and they told me u still not that girl, & i got something for u bitches fuck that nigga i ain't trippin ahhh really just plays in my head 24/7 ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­",profanity
"@user  She left the job and in 2 days he slept more and was overall happier and more relaxed. I see enterpreunership as an opportunity, not an obligation. Especially in Italy where flexible working times and remote work are a mirage.",none
@user  @user  @user  @user  @RexChapman  See if you had to do these things and you don't think it's good to help others avoid them either you're an asshole or you're lying about your experience,conflictual
going through the tag and majority here is wearing cat ears how lovely corpsetwtselfieday,none
"Every human walks around with a certain kind of sadness. They may not wear it on their sleeves, but it's there if you look deep. KLARISSEnatics 4th ANNIVERSARY MAHAL KA NAMIN KLARISSE",none
I hate the feeling of being out of a depressive episode more than the depression lately. I have to deal with all the self harming I've' done awhile mentally unwell. All the while knowing that another episode is lurking around the corner. I'll' eventually be depressed again...,none
@jack_turban  I've' had both. Obstructing thoughts are absolutely harder to remove. Gallstones gone after a few hours in one outpatient visit. Decades of CBT and anti-depressants never budged the default pattern of my thoughts. Ketamine treatment works. I feel worthy of good things now.,drugs
"Just wan na say it's been like 9 months since I joined edtwt and I love you all, I feel so safe here",none
"@user  @user  The post is not intended to be racist Brother, just pointing out the hypocrisy of Islam-haters who demonise all Muslims for the actions of terrorists claiming Islam, when their data its shows its non Muslim and predominantly white men who are being arrested for terrorism offences",none
-laptop again without feeling some kind of anxiety or feer... i never want to experience that again so i stopped for my own sake before i collapse into a depression again... I've' learnt a lot from college last yeah and burn out is the worse things to feel never wish to go-,self-harm
"@user  Ah! Well I guess, if you have','n't' already, you',''ll' see the details of what I'm talking about in the pair of introductions. They form an interesting story unto themselves *. * Certainly more pleasurable than a classic Lin Carter 'There will be NO SUBTEXT in this book!','''' intro...",none
"@user  Dammmnnnssssss, can tell that suction/deep throat is strong and not on that weak shit. Best way2 wake up 2! To strong hard strokes/sucking on our shit until legs shake/toes curl cumming deep down throat swallowing us whole, making sure don't waste a drop. ðŸ’¯â€¼ï¸ðŸ¤ŒðŸ½ðŸ”¥ðŸ˜Ž",profanity
"Imagine if someone on The Repair Shop came back for Great Granny's chair, and they said 'Sorry love, we've fucked it, it's in pieces, That fat cunt over there sat on it. best we could do with it is firewood'",conflictual
"@user  pls and its always that specific friend group like? gurl kulang sa aruga? and dont get me started over the tasteless horny twts oh god, it was funny at first but its just honestly so bland and corny now, maybe even disgusting to a point jeez ðŸ˜’",profanity
"been buyin groceries today and I saw this man askin for money on the parking lot. I passed him once, left the store, passed him twice. been in a drug store, passed him 2 more times. had to go back to the supermarket and passed him another 2 times. then I felt l givin him 10â‚¬",none
I just realized 5 minutes ago that I'm at 100 followers.... Does this mean I have to draw more of Jess's boobs?,profanity
@user  @BTS_twt  Basically a replacement for Social 50 lol. It will be filled with kpop songs obviously cuz of mass mentioning. They should consider using unique account mentions instead. Also PTD mentions are not related to the song but the concert.,none
"When wheat is milled into wheat flour, there is an approximate 70 % loss of vitamins and minerals (range 25â€“90 %) and fiber, 25 % loss of protein, 90 % loss of manganese, 85 % loss of zinc and linoleic acid, and 80 % loss of magnesium, potassium, copper, and vitamin B6",none
"@SebGorka  Pump your brakes there, Adolf. Innocent is not the same as not guilty.",conflictual
@user  Humanitarian service with one device for SW Asia. I lost a lot of friends and I'm lucky to still be here. 28 people in our operations team would die if a plane went down. It was fucked.,profanity
"@user  @TMZ  'They're kneeling.. fucking niggers, I hope they lose' has nothing to do with diabetes lmao",conflictual
@user  Take heart bro... suicide is never an option ðŸ™,none
"@user  @user  The problem is we know there will be lasting consequences, namely Long Covid and an epidemic of neurodegenerative illness some years from now. The virus is already triggering early-onset Alzheimer in older patients, diabetes in children, etc.",none
"@user  Are','n't' replying to the tweets, Why? You're only 12 yet you have a boyfriend Does your parents, Even know? You're fucking desperate to have a boyfriend at your age lmao can't believe this lol.",profanity
"@user  @user  Thats cute, asked the one that threw up tryna go do deep sea scubathroating i meant diving",none
"@user  @TheDivisionGame  @user  @user  @user  @UbiMassive  @Ubisoft  Lmao! The ``','Wedon'tgiveafuckaboutyouwealreadyhaveyourmoney','''' streak continues.... It's just sad to see some good players and streamers still asking for the respect we all deserve from the beginning. I laugh only not to cry......",profanity
"@user  Oh sorry. * Gives Hekapoo a kiss on her lips too because even if she is a loose, slutty cumdump he still loves her *",conflictual
"@user  Loving it so far, and I know I am going to want more at the end. Also, we finally know why Uncle Jr got into eating pussy, his back was all fucked up. ðŸ¤£",profanity
"Obv if you are making any type of plans to self-harm please access emergency services, this tweet is not an attempt to dissuade anyone from doing so",self-harm
Slept around 4am and woke up 8am. I'd missed the alarm. I was supposed to go find a job today. tchw... ðŸ˜ž All because of Brooklyn Nets ðŸ˜¤ Only positive is we wonðŸ˜¹,none
"@user  When they volunteered to wear a mask, they volunteered to become a slave, 99.5 % strapped them on, that's all the proof the government needed to forever hold power over all of us ðŸ˜· well done, I blame you sheep for all this fuckery you ever so compliant morons ðŸ˜·ðŸ’‰ðŸ’€",conflictual
The algorithm in Twitter is better than Facebook twittergang fuckfacebook??,profanity
@user  Haha. The Monster Hunter and Guardian dickheads cause the problems with spacing. And Detective Pikachu/Mega Yarn Yoshi.,profanity
Can u guys stop attacking me for my pinned tweet? it's something really meaningful to me and it's actually so hurtful when ppl say bad stuff about it: /,none
can't stay up late for the hula hoop mv release i will keel myself,none
This weekend is looking like drugs and alcohol,drugs
"@Bob_Wachter  @UCSF  @ashishkjha  Given the shared concern for sequlae from covid (including covid from breakthrough infections), will you consider advocating for a new 'Operation Warp Speed' for next-gen mucosal vaccines, to protect against SARS-CoV-2 infection & to cut transmission?",none
"@user  @user  Needs to be done, all this is about is stopping degenerates from wasting earth's' resources.. lock them up, stop them from driving, eating out, going on holiday..",conflictual
"@kkirkup  @globeandmail  Watson comparing the white flight phenomenon that hollowed out Detroit for decades with government workers staying at home in the suburbs rather than commuting downtown 5 days a week is completely absurd. last i checked, ppl aren't moving out of Centretown in record numbers.",none
"my wife doesn't take kratom. She doesn't advocate for it. If there's' such a person as someone who takes only pharmaceutical meds, she is it. And even she doesn't see why the FDA wants to get rid of kratom so badly",none
"The aim is to empower your body to go beyond its own limits. Both physically, and mentally. Let the right kind of protein help you with that. With Optimum Nutrition, your FITNESS FITNESSFREAK fitnessmodel",spam
"im getting less sleep, eating less, so anxious and depressed. i really need to sleep more but my paranoia and everything else is getting to me really badly lately. this is kinda my personal account, so like srry if this makes anyone uncomfortable? i dont really have anyone â€“",none
Good morning guys!! I will go eat breakfast now:) are yall ready for more giveaways today???!!,none
hey yall thought i had anorexia that turned into binge eating but now i realize I HAVE EDNOS IM UGH,none
@user  That's a lot of bollocks. Smoke more pot and eat magic mushrooms to enhance your perceptional abilities. We will stick with science,none
"@user  @WSJ  @WSJ opinion @AllysiaFinley  Why did DaSantis threaten the last 2 Dept. of Health directors and then make the office inaccessible to the public, even tho everything else is open????? He's a lying cocksucker and if he's giving u numbers then make sure you times it by 2, that place is a cesspool.",profanity
@user  Thanks man. It's good to be back. Jack said I was promoting suicidal thought.,none
"I'm so close for this Chee and tsuruda 2 hours of madness, I can feel the bass tickling my butthole",profanity
"Also note that you can win twice but not on two consecutive days. After winning two prizes, you are no longer eligible to win any more prizes for the rest of the event. [ i.e Winner of Monday giveaway can win on Wednesday ]. FlashSaleFriday (4/4)",none
"Some of the GQP tweets have been brought to my attention. I read them (or tried to). In the past, most conspiracy theorists at least tried to display a semblance of logic, although they were largely guilty of an undistributed middle. These Q screeds are totally devoid of it.",none
"@user  Wait','y'all' got me wrong, what i mean is (jenlisa) these two besties are achieving great things, while me and my OWN bestie are just lazy ass bitches who's tired of doing our modules. PLEASE DO','N'T' GET ME WRONGðŸ˜­",profanity
"@user  @user  I agree, and that's entirely fair, I am the minority. But then I also feel the people blowing huge sums and ending up suicidal are also in the minority. We',''re' both on opposite ends of the spectrum, with a huge majority in the middle that manage just fine.",none
"It annoys me when people come at me for not liking certain shit, like if i don't like it, i don't like it why does that bother you so much. I ain't stopping you from eating it the fuck",profanity
Don't let fear stop you. Your voice matters. Keep on creating. \u2063,none
"@user  Have you ever heard one say that? Nope, didn't think so. Attitude is everything. Self-image is for pussies.",profanity
@user  @user  @user  @user  @cenkuygur  No. You are unhinged and need help. Have reported you for asking me to do harm to myself. Please get help. Have a good day.,conflictual
"@user  It is only available through schools. You get it when given - and not within 28 days of having Covid. My son was due his jab in November, but after getting Covid can not get it then. Covid vax rate is being depressed by the enormous rates of infections in schools.",none
"After leaving my job due to Covid-related problems, I went back to school while also managing a community profile on @user  This has all been fun and I don't regret any of it, but my writing has taken a critical hit. It began to feel pointless. My thoughts went like this:",none
I havent been able to get my adhd meds for 5 days now because my insurance was on bullshit and now walgreens is waiting on their orders to come in and im such a zombie i hate it so muchðŸ˜­ðŸ˜… adhdbullshit zombie,profanity
@user  @user  @user  @user  @user  @user  you actually think my bio is serious? you genuinely think i'm a drag racer? LMAOOOOO wow. you think i'm a pro player too? use code dash for 30 % on gfuel you fuckinn cornball,conflictual
-- after the younger had moved. They all let out a groan as they watched Sxxbin wrap his pretty lips around his cock. Beomgyv shoved him further down y3onjyvn's dick suddenly causing him to splutter and gag around it as it hit the back of his throat. Tears gathered at the --,profanity
So I bought a PS5 last week and hit them like actually can I just get a refund I don't need it anymoreâ€¦. They tried to send me less than what I spent like hell nah bitch run me all my money ðŸ¤£ðŸ¤£ðŸ¤£,profanity
@user  I ask first Incase you drop the full video. @me  pls,none
It's the zero sleep constantly throwing up and feeling the need to pass out 24/7 really just depressing now,none
"@user  I feel sorry for the poor man. He struggled with alcoholism, had the worst timing, his wife was chronically depressed, and he saw his only surviving son beheaded in a train wreck, right before his eyes. He was abandoned by his friends in his last years and died alone.",none
@user  @user  Magnesium is depleted in soils and molasses probably is' n't' a significant source. Good supplemental sources are magnesium glycinate and magnesium chloride dissolved in water,none
drivers- turn signals are amazing!! have you tried them!? no you haven't you fucking dumbass i can't cross the street if idk if you're turning absolute fuckup smh,conflictual
Scaling in slowly $ QS. I feel like possible bounce trade is coming but I don't want to pay full R risk if I'm wrong until confirmation is screaming at my face. trading stocks swingtrading stockmarket stocktips StocksToBuy,none
@user  Oh no I'm sorry ðŸ˜ž I hope you have fun playing and that it helps â¤ï¸ depression sucks,none
"@user  @user  @user  Depression is a very big blanket term that is way to complex to generalize IMO. There is definitely a link between chronic inflamation and depression. IMO (!) many people who got physically healthier, fixed food, sleep, fitness would definitely fare better psychologically.",none
@user  Record returning to work after being forced to stay home by the government isn't job creating FFS. This guy is a fucking idiot.,conflictual
orelsan just had to ruin the expression 'social suicide' huh? the bastard.,profanity
"D\u200dï¸read the treadmill ðŸ‘Ÿ? Ca','n't' stand Cardio? ðŸƒ Despise the Stairmaster ðŸªœ? Try incorporating this childhood activity into your workout routine ðŸ’ª hopskipandajump",spam
"D-daddy- feels so good-' Eiji whimpers out, voice breathless as he thrusts faster, humping into him like mad. 'That's' it, princess-' Katsuki's' fingers find his chest, tugging slightly at the lace so he can get to his tits, squeezing them and tugging on his nipples.",profanity
"I drink water to fill myself up, and my skin is eternally grateful ðŸ˜Œ edtwt shtwt thinspo",self-harm
"@user  Nike site is a piece of crap. Blocks your ip for refreshing too much. If you don't want people to keep refreshing, launch your shit on time you clowns",conflictual
"@user  I no fit play you nau, I no get the ultimate Edition (my personal fuxk up)",profanity
@user  i think 18-19 bmi is the sweet spot for being sonewhat healthy (like not on the verge of death) and still looking skinny!,none
@user  @user  ik it can be funny just don't do it to try to talk shit to them. dm shlong it's a joke or sum if u goin do it idrk,profanity
"@user  I do mate. Genuinely seem like a good cvnt, don't worry about the rest",profanity
"@user  @user  Zoom university is not for the depressed, anxious, adhd, ocd, or human. Its for robots, algorithms, and simulations.",none
Trying to drink this elderberry tea but it's really giving me cherry cough syrup vibes ðŸ¥´ ptsd perhaps,none
"@user  @user  Have','n't' heard that insult for an age! It's still a beauty and fits Albo to a tee.... I'm out and about today and am now actively looking for those who will also suit the term knobhead... made my day OGP",profanity
Everybody be in after hours standing around lookin goofy as a bitch for $ 20. Lol nah I'm sick of dis!,profanity
@user  SOUNDS LIKE A PLAN! [ fucking dies ],profanity
"@user  IIRC, a denial of entry is usually recorded against him - which might become a problem should he choose to reapply.",none
@user  Have' n't' watched either for years. Cancelled licence over two years ago. Feels good to know these cnuts don't get a penny out of me.,profanity
Most depressing day of the year? After every down rise back up - just like bitcoin! BTC bluemonday,none
@user  boy's' oral fixation ADN praise kink is sated this way < 3,sec
"I LOVED Leto's joker in suicide squad. I was like 'wow what a gritty and fucked up romance', because I hadn't seen any Batman movies and Margot Robbie is beautiful. And I STILL want to lay this motherfucker to rest!!!",profanity
"Sorry for the trauma dump but this is my secret account, where I can finally be authentic about my reality. Facing stuff I've been hiding from for years.",none
@user  @user  3. gaslight them and invalidate L's' experience and what they see. This whole world on twt is honestly soooooo crazy. Our fandom is definitely the most divided in KPOP.,none
"@masseffect  How about you get some competent people and make an actual game, instead of getting a quick buck from the most minimal effort you hack frauds can put in by 'tweaking','''' games made by people with at the least a fucking molecule of talent or care for the franchise. Pack of cunts.",conflictual
I get that right click saving NFTs is funny as fuck but I dont want that ugly shit on my phone ðŸ’€,profanity
"@user  @user  In some religions and cultures, dogs are seen as'filthy'' animals like pigs, and to be put down. Big reason why dogs hung out around American outposts in Afghanistan.",none
woke up like 20 mins ago and already feeling like a depressed anxious overdramatuc piede of shitðŸ¤©ðŸ¤©,profanity
"@user  @user  I tried them early one spring when very desperate to eat wild mushrooms. They were','n't' bad, I thought. Cooked them with garlic and they tasted mostly of garlic.",none
My guilty pleasure is watching youtube vids on bikini try hauls,none
"I'm' fucking bitches, them bum bitches you fuck idolize' ~Conway The Machine",conflictual
I use to buy bitches 5 star meals those day over with,profanity
PSA: when you're being snippy and moody it doesn't actually make your day any better and only succeeds in making everyone else's days worse. Thanks!:),none
@user  Susan get they fireworks back in the shed its just some wee bastard at the wind up,profanity
"@user  Or the horse he road in on... Look at the schmuck on that horse... no not the shlong, whatever that is on its back",conflictual
"Ok I'm actually in love with Kerry in Cyberpunk... he has tattoos, he's hot, and he has tattoos ðŸ¥´ðŸ¤¤ Please just break me and call me your whore Kerry ðŸ¥º",profanity
"@user  @user  @user  Don't set him off this early. Money never sleeps, Aussies to phone, get to work cvnts etc.",profanity
i am so mentally and physically exhausted.,none
"Just watched @user  Great movie, if a tad depressing. Meryl Streep does a great trump; corrupt, ignorant, banal, disposable. But the best is @JonahHill  as @user  As dimwitted, petty, superficial and self-absorbed as the real little trump. A hoot!",none
"@RBReich  What's depressing is that despite his successes, fascists are winning, our kids will have to deal with such devastating storms that no building practices will be able to mitigate, and there's very little hope of seeing Medicare for all in my lifetime. Depressing.",none
"@user  @user  How stupid can you get, with all due respect. Though irrelevant, it's unlikely that Aisha had reached puberty. Getting your first period does not mean your body is full grown. Puberty is a process that takes years to complete, both physically and mentally.",none
More U.S. servicemembers died from suicide in Q2 than have died from the coronavirus since the start of the pandemic. Think about that. Joe Biden as commander in chief is deadly.,none
Me and my Bell: * making tacos * His mum: * walks over to us * Bell: 'Mommy! You're so short!' His mum: * looks at me and then up at him * 'I will slap you so hard.' Bell: 'If you can reach.' Rosa: 'Oooooo-' His mum: * smacks his dick * Bell: 'Ow! Mama!' His mum: 'I am a-,sec
"People's addiction to boobs and nipples masked as 'art','''' is gross",none
"@user  And women are more promiscuous than ever. And when they hit 30 they have the audacity to whine about where all the good men have gone; they are still here, they just don't want to marry your slutty ass.",conflictual
@lukemcgee  @SteveBakerHW  God they are dim. It's so depressing that people with so much power can be so stupid. Even more depressing that people actually voted for them. Plenty on the Labour side too so this isn't a party political moan. It just shows how our system is crap ProportionalRepresentation,conflictual
Woken up still so fucking horny... want to be a filthy little whore and lick someone's' ass before I'm' used hard,profanity
"@UN  @UN _Women Haha, the most anti-human Organisation talking about moral values!!! Pure bullshit. UN allocate 19nov both men and toilet day and then talk about gender equality Look nasty bastard! This is mens day, not women â€˜ s day. It means you must pay attentions to mens issues Shame on UN",conflictual
@9NewsSyd  @cokeefe9  Don't they like the Russians? Is that why they don't 'recognise their vaccine'? ðŸ¤£,conflictual
"I should','n't' be feeling so scared, anxious and TERRIFIED of my Academics... I should be LEARNING and preparing my life for the future... I am so frustrated I can't even get this feeling off...",none
"@user  Yeah I can imagine it's really hard for you, my bf has got upset a lot at me. but as harsh as it sounds, guilt tripping, begging etc.. even tho we care it just makes us become more secretive rather than stop bc it's out of our control in a way",none
@user  biden lied to the milfs,sec
"@user  @user  @user  @user  @JustinThomas34  @PGATOUR  The 'n-word', as you put it, never had another meaning and was always meant as a derogatory term. Contrary to what you want to feel, most people that use fag/gay knew the term to mean stupid or annoying before it became a 'slur'. Context matters",conflictual
@user  @CoinMarketCap  @user  has really really strong analysis. I must recommend all that is good project. (NFA) AutomataMainnet @user  @user  @user  @user  @user  @user  AutomataMainnet Automata ATA $ ATA CoinMarketcap CMC Airdrop,spam
@user  @user  @user  What's gunna stop them from eating your precious plants? What will you eat when all the grazing animals are getting fat and you have no grass to eat?,none
TW//CHILD PORN/rape and grooming... Can someone dox this man please he supports cp/rape its fucking disgusting and he thinks its a fucking joke. Theres the people asking for the codes too.. ðŸ˜ž yall have to realize what you put on the internet stays on there Screen shotsâ¬‡â¬‡â¬‡,conflictual
@user : (i heard bad things about prozac.... do u have anxiety? bc the one i'm on is supposed to be for people with depression and anxiety and it's working amazing for me! i have literally been the most productive and happy than i have in years,drugs
"if I try to commit suicide and I don't die, will I go to prison for a homicide attempt",none
"@user  @user  Yes, I would appreciate that to. You (@TheFitMarshall ) are very aware of equality, and sadly most social media platforms censor women with naked nipples. It would be a great sign of solidarity to comment on that by not showing or blurring or decorating your nipples âš¡ï¸ðŸ‘™ðŸ˜Ž",sec
@user  Note that's the biggest pile of shite response so farðŸ¤£ðŸ¤£ðŸ¤£ rather dead than remainer. And I bloody LOVE Mitro ðŸ˜˜,profanity
@user  So have Chinese? Who's gon na stop a pregnant woman in her 3rd trimester from eating food she wants? ðŸ˜‚,none
Any chance i get to shit on someone on fb for sounding dumb.. i take it... especially when it's my family lmaooo.. like u want me to tel u you sound dumb or some random bitch/nigga.. ya choice,profanity
I've spent today working from home which was challenging but productive. Lots achieved including interviews for a brand new role in our Care Group. We've finally got ourselves an Access Manager!! Here are 3GoodThings more that happened this week.,none
@user  Cinny soon pin you against the wall and grind his massive filthy cock against your ass. 'If that's what you want whore I'll give it too you~',profanity
@user  @user  @user  As a Grammy you're correct safe pain medication there's so much good and they really are learning about more cannabinoids all the time CBD CBG mixed with the senergy of THC just amazing science coming out mostly from Israel as the law blocks most studies in the US,drugs
"Tw// death, dec 18 Deleting my tweets that contains ss from Jongyun funeral bcs it triggering a lot of people. Should i deleted my post about k33mstar xenophobic remark too? It contains few ss too. Please tell me ðŸ™",none
@jimalkhalili  Anyone know who is funding these groups? The name Hugh Osmond seems to be associated with a lot of this disinformation and he does appear to be a very wealthy chap.,none
@user  Best pussy ever is when it's hairy,profanity
Exam is just over and 4 projects popped up outta nowhere ffs There isn't even a single class after midterm. Suck my dick profs.,conflictual
@user  In fairness its beyond depressing it is outrageous. Old enough to remember South Africa apartheid 'We know too well that our freedom is incomplete without the freedom of the Palestinians.' Nelson Mandela,none
I had a friend who tried to just live off of Soylent meal replacements and it was' n't' a sustainable plan. I love flavours and textures but I have such an aversion to food from disordered eating that feeding myself feels like a victory most days.,none
@user  ask him to put pop our pills on the deluxe,drugs
"@user  @CBSNews  Accusations are not fact I suppose you believe Brent was guilty also? I did not vote f/President Trump I'm' neither Republican or Socialist Democrat I can assure you I wld never vote f/the Socialist Democrat Clinton, the biggest thief in US political history. Have a happy day Woke",conflictual
I do totally understand that most people don't understand obsessive-compulsive disorder and of course other issues that are putting some people under a normal stress pushing them to the edge because of the vaccine and mental health,none
@user  @user  That's not how law works 'innocent until proven guilty' does anybody remember that? When society wasn't a total fucking shit hole? There have been multiple fakes to try and get someone out of power for false rape allegations. We're not believing anybody until the facts are there.,profanity
"@user  @user  @MBGov  The MB Health department is only giving COVID meds to people who're severely ill, by then it's too late. There is your evil, there is your cause for unnecessary deaths. How many ppl have committed suicide due to the isolation or deep financial loss (will we ever know that #?)",conflictual
"@user  Nah, the school board meeting group are all a bunch of privileged, day drinking suburbanites who were formerly the kids you hated in high school. They're loud, obnoxious, dumb as fucking posts, but relatively toothless. This asshole has anger issues & I hope they lock him up!",conflictual
